iter	RMSE
463	0.001131291534
464	0.001131084397
465	0.001130862458
466	0.001130621575
467	0.001130368874
468	0.001130181059
469	0.001129959079
470	0.001129758626
471	0.001129575407
472	0.001129355715
473	0.001129220584
474	0.001129034183
475	0.001128738778
476	0.001128476888
477	0.001128296396
478	0.001128191037
479	0.001128096908
480	0.001127903096
481	0.001127809112
482	0.001127552225
483	0.001127339456
484	0.001127176112
485	0.001126984011
486	0.001126855994
487	0.001126787142
488	0.001126589569
489	0.001126462107
490	0.001126304739
491	0.001126088535
492	0.001125905069
493	0.00112576205
494	0.001125626237
495	0.001125458869
496	0.001125313804
497	0.00112516562
498	0.001124973371
499	0.001124791059
500	0.00112464007
501	0.001124436875
502	0.001124246142
503	0.001124078736
504	0.001123838451
505	0.001123594052
506	0.00112345734
507	0.001123247872
508	0.001123062085
509	0.001122802723
510	0.001122647699
511	0.001122375233
512	0.001122147552
513	0.001122078303
514	0.00112181785
515	0.001121628511
516	0.00112143634
517	0.001121265564
518	0.001121035048
519	0.001120851595
520	0.001120630326
521	0.001120398238
522	0.001120214363
523	0.00111998658
524	0.001119870596
525	0.001119651548
526	0.001119482121
527	0.001119343847
528	0.001119108515
529	0.001118964038
530	0.001118766353
531	0.001118524531
532	0.001118407816
533	0.0011182073
534	0.001118098794
535	0.001117928219
536	0.001117680131
537	0.001117503349
538	0.001117278417
539	0.001117085587
540	0.001116929704
541	0.001116750266
542	0.00111669494
543	0.001116488755
544	0.001116337441
545	0.001116229393
546	0.001115930932
547	0.001115766072
548	0.00111555524
549	0.001115438362
550	0.001115307868
551	0.00111512478
552	0.001114953466
553	0.0011147854
554	0.001114552784
555	0.001114426691
556	0.001114261893
557	0.001114014112
558	0.001113870868
559	0.001113721719
560	0.00111350931
561	0.001113421586
562	0.001113248559
563	0.001113055874
564	0.001112882631
565	0.001112726408
566	0.001112572822
567	0.001112478529
568	0.001112233772
569	0.001112075363
570	0.001111964249
571	0.001111789268
572	0.001111611554
573	0.001111410613
574	0.001111183314
575	0.001110927051
576	0.001110846143
577	0.001110680779
578	0.001110588401
579	0.00111049784
580	0.001110416524
581	0.001110189325
582	0.001110012828
583	0.001109884731
584	0.001109690397
585	0.0011095463
586	0.001109340875
587	0.001109215588
588	0.001109040075
589	0.001108859821
590	0.001108675686
591	0.001108510696
592	0.001108375426
593	0.001108249303
594	0.001108203165
595	0.001108081126
596	0.001107921281
597	0.001107713258
598	0.001107615893
599	0.00110740413
600	0.001107303303
601	0.001107149554
602	0.001107039484
603	0.00110674625
604	0.001106530112
605	0.001106417832
606	0.001106229781
607	0.001106118483
608	0.001105952476
609	0.001105833441
610	0.001105743935
611	0.001105643197
612	0.001105389998
613	0.001105222043
614	0.0011050066
615	0.001104909679
616	0.001104742227
617	0.001104562564
618	0.00110440105
619	0.001104201652
620	0.001104013329
621	0.001103868569
622	0.0011037611
623	0.001103623609
624	0.001103451991
625	0.001103257185
626	0.001103113867
627	0.001103004028
628	0.001102865398
629	0.001102754569
630	0.001102682235
631	0.001102501086
632	0.001102343845
633	0.001102141554
634	0.001101950413
635	0.001101858869
636	0.001101730562
637	0.001101501045
638	0.001101382455
639	0.001101251151
640	0.001101071189
641	0.001100904464
642	0.001100733634
643	0.001100519592
644	0.001100325604
645	0.001100153163
646	0.00109992686
647	0.001099736913
648	0.001099608793
649	0.001099471406
650	0.001099387391
651	0.001099207465
652	0.001099081491
653	0.001098948144
654	0.001098860791
655	0.00109870259
656	0.001098552042
657	0.00109838598
658	0.001098165687
659	0.001097996156
660	0.001097898124
661	0.001097739235
662	0.001097526705
663	0.001097360252
664	0.00109723107
665	0.001097146548
666	0.001097026542
667	0.001096853419
668	0.001096716824
669	0.001096541637
670	0.001096333977
671	0.001096129576
672	0.001095976915
673	0.001095837033
674	0.001095620599
675	0.001095520237
676	0.001095455207
677	0.001095316241
678	0.001095115822
679	0.001094931116
680	0.001094750073
681	0.001094604777
682	0.001094435791
683	0.001094306843
684	0.001094208064
685	0.001094056302
686	0.001093951041
687	0.001093756459
688	0.001093580126
689	0.001093458069
690	0.001093325294
691	0.001093094681
692	0.001092979969
693	0.001092753043
694	0.001092613411
695	0.001092495438
696	0.00109234089
697	0.001092211072
698	0.001092086109
699	0.001091980855
700	0.001091806111
701	0.001091633314
702	0.001091447987
703	0.001091246922
704	0.001091101207
705	0.00109098266
706	0.001090788312
707	0.001090633672
708	0.001090513405
709	0.001090427329
710	0.001090280195
711	0.001090212174
712	0.001090141815
713	0.001089969514
714	0.001089805623
715	0.001089678299
716	0.001089581624
717	0.001089457114
718	0.001089271707
719	0.001089110114
720	0.001088986146
721	0.001088874479
722	0.001088781194
723	0.001088626347
724	0.001088502081
725	0.001088301754
726	0.0010881285
727	0.001087982692
728	0.001087840711
729	0.001087756185
730	0.001087602074
731	0.001087467739
732	0.001087342721
733	0.001087129437
734	0.001086980129
735	0.001086876943
736	0.00108666976
737	0.00108655651
738	0.001086494275
739	0.001086379076
740	0.001086283988
741	0.001086179974
742	0.001086034047
743	0.001085870559
744	0.001085800324
745	0.001085660657
746	0.001085531593
747	0.001085339412
748	0.001085283322
749	0.001085130833
750	0.00108499936
751	0.001084874326
752	0.001084702508
753	0.001084624144
754	0.001084490387
755	0.001084357771
756	0.001084260004
757	0.001084071781
758	0.001083916171
759	0.001083755791
760	0.001083666348
761	0.001083579406
762	0.001083453405
763	0.001083288928
764	0.001083155412
765	0.001083019018
766	0.00108292097
767	0.001082792986
768	0.001082705595
769	0.001082620281
770	0.001082492111
771	0.001082352765
772	0.001082284055
773	0.001082122591
774	0.001081928246
775	0.001081783827
776	0.001081676477
777	0.001081546128
778	0.001081382306
779	0.001081247993
780	0.001081120109
781	0.001080974128
782	0.00108091214
783	0.001080738083
784	0.001080596538
785	0.001080494891
786	0.00108039408
787	0.001080250663
788	0.001080173417
789	0.001080031668
790	0.001079802084
791	0.001079664649
792	0.001079517654
793	0.001079370509
794	0.001079226579
795	0.001079101411
796	0.0010789687
797	0.001078837912
798	0.00107869722
799	0.001078612152
800	0.001078474624
801	0.001078354589
802	0.001078237178
803	0.001078072171
804	0.001077929116
805	0.001077844585
806	0.001077727487
807	0.001077555759
808	0.00107745349
809	0.001077360564
810	0.00107723924
811	0.001077073499
812	0.001076912701
813	0.001076812888
814	0.001076664162
815	0.001076488737
816	0.001076347061
817	0.001076216203
818	0.001076032836
819	0.00107588825
820	0.001075750027
821	0.001075620549
822	0.001075422183
823	0.001075283515
824	0.001075127394
825	0.001074971726
826	0.001074836288
827	0.001074681644
828	0.001074555244
829	0.001074415232
830	0.001074167393
831	0.001074036743
832	0.00107398355
833	0.001073912334
834	0.001073725239
835	0.001073598333
836	0.001073528583
837	0.001073343643
838	0.001073255899
839	0.001073101859
840	0.001072987779
841	0.001072847195
842	0.001072703282
843	0.001072528765
844	0.001072381536
845	0.001072242658
846	0.001072184004
847	0.001072048678
848	0.001071843479
849	0.00107169999
850	0.001071627299
851	0.00107148888
852	0.001071364941
853	0.001071244976
854	0.001071093346
855	0.001070926763
856	0.00107080433
857	0.001070738746
858	0.001070652191
859	0.001070520409
860	0.001070310001
861	0.001070137218
862	0.001069949263
863	0.001069867291
864	0.001069749919
865	0.001069613878
866	0.001069558581
867	0.001069418549
868	0.001069240535
869	0.001069103873
870	0.001068966276
871	0.001068767339
872	0.001068628054
873	0.001068467846
874	0.001068337878
875	0.001068264042
876	0.001068135066
877	0.00106798733
878	0.0010678842
879	0.00106771948
880	0.001067616304
881	0.001067508366
882	0.00106740597
883	0.001067297482
884	0.00106718868
885	0.001067072682
886	0.001066984091
887	0.00106685101
888	0.001066646519
889	0.001066475257
890	0.001066324088
891	0.001066144702
892	0.00106605802
893	0.001065950069
894	0.001065827269
895	0.001065662057
896	0.001065518382
897	0.001065400763
898	0.001065197845
899	0.00106507819
900	0.001064932316
901	0.001064826085
902	0.001064695622
903	0.001064663519
904	0.001064598243
905	0.001064447188
906	0.001064365874
907	0.001064239905
908	0.001064148913
909	0.001064071912
910	0.001063946504
911	0.001063828694
912	0.001063687539
913	0.001063538978
914	0.001063442047
915	0.00106330676
916	0.001063166664
917	0.001063099272
918	0.00106294507
919	0.001062857696
920	0.001062773731
921	0.001062676129
922	0.001062575062
923	0.001062450251
924	0.001062362839
925	0.001062304057
926	0.001062163273
927	0.001062009692
928	0.001061878619
929	0.001061773409
930	0.001061727488
931	0.001061594498
932	0.00106153006
933	0.001061411108
934	0.001061270302
935	0.001061091263
936	0.001060949061
937	0.001060814054
938	0.001060717153
939	0.001060588012
940	0.001060436877
941	0.001060318283
942	0.00106017434
943	0.001059943191
944	0.00105984837
945	0.001059718369
946	0.001059583679
947	0.001059463506
948	0.0010593594
949	0.001059222127
950	0.001059167155
951	0.001058995338
952	0.001058879831
953	0.001058828553
954	0.001058773351
955	0.001058695542
956	0.001058559828
957	0.001058429864
958	0.001058387906
959	0.001058293153
960	0.001058166736
961	0.001058051463
962	0.00105798006
963	0.0010578828
964	0.00105775902
965	0.001057608355
966	0.001057449696
967	0.001057373171
968	0.001057264536
969	0.001057140035
970	0.0010570097
971	0.00105685141
972	0.001056691732
973	0.001056607415
974	0.001056483328
975	0.001056337989
976	0.00105623217
977	0.001056125979
978	0.001056042693
979	0.001055911861
980	0.001055783629
981	0.001055628004
982	0.001055457546
983	0.001055325839
984	0.001055176256
985	0.001055073415
986	0.001054990357
987	0.001054792211
988	0.00105463889
989	0.001054597299
990	0.001054440921
991	0.001054303936
992	0.001054182267
993	0.001054078481
994	0.001053978263
995	0.001053892906
996	0.00105374445
997	0.001053586504
998	0.001053413478
999	0.001053336643
